"","TCGA.22.5478","TCGA.22.5472","TCGA.60.2709","TCGA.22.5489","TCGA.22.5471","TCGA.22.5482","TCGA.22.5483","TCGA.43.3394","TCGA.34.7107","TCGA.43.6771","TCGA.22.5491","TCGA.33.6737","TCGA.90.6837"
"EPPK1",55.89,197.09,47.84,20.86,23.08,232.94,63.89,52.08,205.5,43.94,30.56,301.33,334.46
"FANK1",167.9,363.56,64.8,60.39,103.69,102.97,42.71,108.14,62.12,67.59,148.09,58.71,92.7
"PRRX1",473.41,237.86,1008.9,3419.52,660.68,854.13,961.07,387.02,647.07,624.99,115.16,497,733.19
"PCED1B",133.36,229.72,285.03,253.23,139.07,115.16,124.37,47.17,91.41,105.89,42.11,193.01,206.94
"NAPB",124.37,148.09,152.28,95.34,100.13,198.47,111.99,82.87,198.47,48.18,98.73,123.5,116.78
"GNB1",4903.87,3901.01,4152.18,5219.6,2855.44,5041.77,4239.45,3081.75,3081.75,4769.75,1883.54,5006.93,4972.34
"TNFSF10",1870.53,6699.25,2400.97,3124.78,5479.15,2739.08,2816.11,7642.41,5555.65,2400.97,10296.45,759.08,2758.13
"SCIN",54.33,83.45,366.09,22.75,31,29.06,33.06,190.34,34.26,82.87,167.9,51.35,21.47
"DNAJB9",624.99,389.72,543.96,633.73,312,221.86,521.76,813.63,376.41,211.31,497,426.57,441.64
"LPPR4",11.82,33.78,36.01,21.47,6.62,16.63,10.63,15.91,9.7,24.99,8.71,9.93,6.89
"TNNC1",36.27,297.17,177.53,61.25,8.45,8.92,22.26,76.71,12.64,1.75,19.53,81.14,26.28
"CAMSAP3",131.51,249.73,228.13,91.41,120.94,341.51,248,417.77,1135.2,55.1,599.49,271.48,77.79
"TFB2M",242.88,417.77,329.84,529.06,348.71,417.77,503.95,616.37,543.96,146.03,647.07,373.81,171.45
"FAM21B",137.14,172.65,237.86,143.01,153.34,116.78,165.57,113.56,8.65,5.54,4.46,186.4,33.54
"EFCAB2",180.02,251.48,218.79,136.19,60.82,93.35,379.04,90.14,135.24,52.08,150.17,106.63,119.26
"PCNX",277.2,236.21,204.07,373.81,312,167.9,208.38,137.14,262.2,229.72,110.43,236.21,327.56
"ZNF750",206.94,591.22,267.73,51.71,400.71,329.84,5.32,414.87,540.19,665.29,753.83,12.36,928.3
"PLXNA2",125.24,441.64,126.12,167.9,142.01,341.51,82.87,37.05,229.72,303.44,139.07,123.5,490.14
"BCL2L12",559.28,483.38,848.22,896.64,825,638.15,896.64,583.07,567.1,651.58,1015.93,1477.58,1037.29
"ATP6V1B2",1037.29,1685.71,2384.37,1733.13,808,1594.73,1697.45,842.36,1551.09,2119.22,1081.39,848.22,1870.53
"CETN2",1059.11,1733.13,954.43,1066.48,2004.85,1059.11,1936.53,1417.35,890.44,785.88,1745.2,1066.48,2163.77
"RHOB",9279.58,1870.53,3589.58,2018.8,2240.11,1295.13,1151.06,3018.3,1313.23,1923.14,1407.55,6037.61,1388.16
"FNDC5",47.17,20.56,65.26,15.45,11.73,9.48,23.08,37.32,11.21,5.19,7.57,11.47,64.8
"FBXL19",409.15,368.65,297.17,208.38,215.77,182.55,242.88,186.4,490.14,336.79,204.07,231.32,429.54
"LONP2",638.15,813.63,412,363.56,450.94,928.3,665.29,503.95,967.76,642.59,679.29,529.06,409.15
"TPM3",7433.4,8901.53,7642.41,13215.02,9808.75,9673.69,10084.54,10225.32,8134.41,9606.86,6745.86,8191,8247.98
"FOXD1",56.28,55.89,15.22,12.36,50.63,41.81,12,36.27,12.27,0,36.79,12.18,72.01
"FAM53A",159.9,13.83,20.56,37.32,40.64,19.11,15,27.84,25.91,8.25,12.64,16.15,26.47
"EVA1B",587.13,303.44,693.58,529.06,473.41,555.41,318.57,255,279.14,384.34,172.65,395.18,536.45
"PLLP",264.03,921.88,246.28,177.53,836.53,642.59,83.45,351.14,229.72,297.17,389.72,239.52,62.12
"SLC35B2",1295.13,1350.18,1191.69,974.5,1096.5,1617,1870.53,1216.75,1119.56,796.86,981.29,1259.69,1674.06
"RP11-192H23.4",12,19.11,46.5,32.82,40.64,7.63,38.12,33.54,36.79,15.56,26.47,41.22,24.46
"NTN4",211.31,633.73,325.29,236.21,180.02,98.04,167.9,260.38,80.57,158.79,61.68,387.02,178.77
"CC2D2A",299.25,314.17,138.1,127.89,111.21,221.86,205.5,171.45,231.32,90.77,204.07,57.49,70.01
"ZDHHC16",1127.35,769.69,718.08,426.57,1135.2,825,599.49,748.61,753.83,612.11,808,753.83,974.5
"EIF2AK1",2287.2,1572.76,1709.26,1498.22,1427.22,1781.89,2240.11,2468.49,1378.57,1794.29,1617,1745.2,1857.6
"SOGA2",82.87,106.63,239.52,241.19,178.77,104.42,53.19,130.6,226.54,118.43,165.57,27.05,246.28
"MAP3K7CL",41.52,98.73,98.73,129.69,67.59,94.01,104.42,143.01,120.94,44.89,44.89,60.39,132.44
"KIAA1143",211.31,205.5,258.57,389.72,283.05,211.31,332.14,406.31,273.37,366.09,348.71,208.38,170.25
"SLC39A7",3257.52,2335.28,3768.09,2835.7,2104.58,2591.27,2956.17,2193.99,2178.83,2451.44,1487.87,3018.3,5594.3
"KHDC1",177.53,60.82,45.85,50.27,100.13,214.27,161.02,175.07,123.5,69.03,102.25,34.02,12.64
"TFCP2L1",72.52,81.71,64.34,28.45,21.32,43.32,314.17,85.22,55.89,17.77,43.94,23.42,10.55
"LILRB2",131.51,178.77,397.93,281.09,237.86,40.07,212.78,63.45,172.65,126.12,49.21,185.11,285.03
"ADAMDEC1",173.85,34.51,575.03,521.76,105.15,15.45,339.14,152.28,92.7,17.9,191.67,78.89,234.57
"XRCC6BP1",289.02,287.01,223.41,264.03,486.75,318.57,229.72,381.68,312,175.07,379.04,155.5,341.51
"NUP50",476.71,780.44,633.73,563.18,441.64,616.37,379.04,1081.39,591.22,480.04,665.29,412,629.35
"MRGPRF",104.42,71.5,275.28,112.77,58.3,98.73,41.22,60.39,153.34,77.25,19.53,80.01,301.33
"PHACTR2",109.66,255,193.01,134.3,64.34,127.89,158.79,115.97,107.38,123.5,120.94,134.3,145.02
"GTPBP6",454.09,318.57,417.77,389.72,1037.29,616.37,514.56,629.35,363.56,376.41,981.29,412,258.57
"ZW10",305.55,332.14,293.07,265.87,220.32,316.37,366.09,343.89,258.57,181.28,351.14,98.04,226.54
"SKIDA1",11.64,12.55,2.51,4.46,2.05,5.77,3.96,9.06,17.38,2.94,9.93,1.73,6.11
"CTD-2547L24.3",8.92,8.32,5.45,11.04,11.64,6.78,8.85,7.82,7.75,3.72,14.24,3.86,5.11
"RP11-1055B8.6",6.16,5.11,20.26,21.32,12.18,7.17,4.35,20.26,10.88,3.44,4.9,8.45,5.5
"TSHZ1",209.84,201.25,217.27,154.42,54.33,166.73,98.73,82.87,368.65,125.24,91.41,119.26,178.77
"FRRS1",232.94,149.12,128.79,116.78,76.71,327.56,124.37,275.28,120.1,183.82,490.14,161.02,325.29
"DRAXIN",1.91,3.14,5.73,13.62,2.12,1.04,8.71,1.04,4.39,2.27,0.66,7.82,3.66
"TUBGCP6",432.53,532.74,599.49,258.57,285.03,305.55,239.52,412,376.41,277.2,255,305.55,406.31
"SLC35G6",0,0.62,0.73,0,0.89,0,1.87,0,1.03,0,0,0,0
"THEM4",279.14,264.03,171.45,341.51,447.82,178.77,285.03,514.56,305.55,134.3,205.5,307.69,486.75
"TAF8",224.97,348.71,307.69,320.8,199.85,229.72,503.95,389.72,414.87,205.5,205.5,325.29,277.2
"RPS7",23656.34,26986.43,33224.42,32767,76861.91,40904.3,37639.55,124000.67,36357.37,30572.63,55877.28,48982.22,25354.3
"FAM179A",42.41,116.78,16.15,14.45,32.13,7.57,15.91,7.28,6.73,1.99,36.27,12.64,20.56
"CYBRD1",769.69,656.11,1088.92,884.29,463.65,607.87,607.87,1628.26,1407.55,239.52,490.14,371.22,438.59
"RNF40",2240.11,1883.54,1594.73,1685.71,1378.57,872.1,1709.26,896.64,1844.76,1936.53,947.83,1199.98,2047
"NOP16",353.59,490.14,447.82,620.67,974.5,669.92,595.34,738.29,603.67,629.35,954.43,1721.16,595.34
"CACNA1A",5.96,1.06,6.46,12.18,20.11,4.43,9.85,6.62,19.11,4.98,4.43,2.36,177.53
"PSMD6",974.5,1081.39,1467.37,1059.11,1583.71,1199.98,1477.58,1733.13,1143.1,2004.85,1572.76,1769.57,1111.82
"C20orf201",51.35,1.53,1.04,0.69,10.47,7.57,12.64,0.93,2.03,1.83,6.21,0,6.11
"TRAPPC6B",336.79,423.61,281.09,287.01,271.48,241.19,299.25,265.87,229.72,397.93,318.57,334.46,241.19
"ZC3H13",232.94,253.23,348.71,283.05,209.84,169.07,273.37,356.05,277.2,279.14,124.37,251.48,224.97
"SLC38A8",1.31,1.62,0,1.93,1.55,1.38,102.97,1.69,0,1.19,2.97,2.48,0
"TUFM",3874.05,4152.18,3190.46,3060.45,4575.41,2468.49,3742.05,2720.15,4543.8,3018.3,4450.27,4802.93,4268.94
"SLFN12L",6.73,4.03,31.67,31,27.05,4.21,12.93,12.55,10.96,14.03,6.78,13.32,24.46
"PKD2L2",0.53,2.46,1.04,1.07,0.52,1.35,0.53,5.5,3.96,0.6,3.86,0.58,3.32
"C19orf80",3.38,2.66,0.96,0,0,2.01,1.2,0,0,0,1.5,0,3.11
"ERAL1",1437.15,802.41,1259.69,1088.92,1923.14,514.56,1498.22,1295.13,902.89,1096.5,1331.57,1127.35,718.08
"CD22",111.99,51.35,287.01,218.79,31,9.2,17,24.46,39.22,8.25,39.79,38.12,88.88
"NUP153",273.37,409.15,525.39,612.11,293.07,336.79,490.14,444.72,444.72,476.71,299.25,417.77,486.75
"UBE2D3",4903.87,3168.41,3768.09,3515.68,3742.05,3419.52,4038.61,5041.77,3168.41,4419.52,4328.55,5006.93,2816.11
"ZNF865",341.51,175.07,212.78,164.42,134.3,112.77,146.03,76.71,144.01,137.14,85.22,305.55,143.01
"SOX12",1923.14,246.28,323.03,217.27,251.48,346.29,403.5,480.04,967.76,164.42,403.5,212.78,178.77
"SCAMP5",444.72,197.09,373.81,283.05,138.1,185.11,336.79,947.83,100.83,85.82,379.04,57.89,197.09
"KCNJ5",56.68,47.84,190.34,353.59,18.97,3.92,12.45,17.9,31.9,12.09,10.96,10.88,51.71
"MT-ND4L",67846.12,64632.75,112532.89,33224.42,70238.75,71714.63,76861.91,71714.63,137587.47,118127.7,50709.61,329517.51,231394.29
"IL21R",81.14,35.5,122.64,255,80.57,20.41,117.6,19.11,65.26,52.82,19.68,43.94,65.72
"CAPN9",10.39,63.89,16.75,3.76,5.54,3.86,68.07,6.67,9.41,1.07,20.11,14.45,3.35
"VDR",119.26,371.22,336.79,318.57,158.79,231.32,108.9,102.97,232.94,447.82,145.02,157.68,376.41
"FAM177B",12.64,1.43,11.38,20.86,1.36,0,0,1.16,0,0.91,6.21,30.34,2.73
"SLC9A3R1",6294.04,3820.7,5006.93,1427.22,4210.15,4903.87,1059.11,3820.7,4512.4,4869.99,6294.04,3280.18,3124.78
"SRP68",2400.97,1340.84,1583.71,1417.35,1909.85,1359.57,1322.37,2104.58,1233.75,1697.45,1685.71,1950,1175.27
"ZNF611",90.14,88.26,84.04,87.65,42.11,75.11,78.89,53.95,76.71,69.52,59.55,164.42,122.64
"PDCL3",718.08,713.11,633.73,848.22,1081.39,785.88,1096.5,1051.79,848.22,507.46,928.3,941.27,679.29
"SNRNP200",4066.71,2209.26,2739.08,2997.45,2255.7,1857.6,4419.52,1950,3081.75,2119.22,1529.73,3212.66,2451.44
"PRRC2C",1487.87,1551.09,1963.57,1936.53,836.53,1081.39,1467.37,665.29,1769.57,1519.15,759.08,1437.15,1769.57
"FAM120B",218.79,497,329.84,199.85,206.94,490.14,295.11,358.54,406.31,242.88,309.83,143.01,224.97
"MRPS2",638.15,967.76,1143.1,1059.11,1191.69,1651,1066.48,995,2047,748.61,743.43,1073.91,642.59
"ZNF235",55.49,66.65,50.27,78.89,39.22,48.52,102.25,79.45,39.5,31.45,49.21,44.57,34.26
"KDELR3",748.61,373.81,571.05,819.3,497,819.3,775.05,1594.73,486.75,417.77,301.33,525.39,1605.83
"SLCO2A1",198.47,325.29,583.07,2351.53,356.05,26.1,140.04,183.82,373.81,373.81,118.43,332.14,205.5
"ICA1",947.83,127.89,208.38,208.38,56.68,35.25,878.17,660.68,44.25,25.17,181.28,819.3,84.63
"CD300LG",5.68,17.13,1.73,122.64,1.13,0,0.57,1.89,4.62,0.34,1.71,4.39,0
"PDHB",819.3,909.17,995,988.12,848.22,571.05,1044.52,748.61,769.69,1175.27,878.17,854.13,679.29
"AGAP5",33.54,60.82,48.87,38.4,32.13,41.22,32.59,42.41,83.45,27.05,30.78,133.36,72.01
"KCNH5",2.34,0.33,0.39,0.75,0.6,0,0,18.43,1,0,0,0,0
"TANC1",267.73,483.38,303.44,500.46,202.66,373.81,285.03,884.29,567.1,223.41,346.29,251.48,176.29
"AP3S1",802.41,813.63,1208.34,1583.71,1135.2,1151.06,1008.9,1674.06,928.3,2075.59,941.27,1540.37,1369.04
"RNASE7",7.69,47.84,9.93,13.12,60.82,318.57,1.79,12,32.82,4903.87,38.4,5.36,242.88
"RP11-849H4.2",35,62.12,60.82,60.82,47.17,31,47.84,77.79,59.13,16.39,67.12,26.47,25.54
"ITGA2B",67.12,28.65,43.02,17.51,26.28,21.01,6.01,83.45,20.41,8.19,80.01,26.28,50.98
"CCL3",138.1,111.21,1745.2,1001.93,1191.69,163.28,256.78,336.79,381.68,186.4,144.01,420.68,791.35
"ATP6V1H",1175.27,1119.56,947.83,708.18,638.15,1378.57,759.08,728.11,591.22,603.67,988.12,1208.34,791.35
"EPS15L1",373.81,575.03,693.58,457.25,529.06,679.29,603.67,381.68,1015.93,525.39,543.96,444.72,753.83
"SMG8",153.34,148.09,271.48,181.28,221.86,199.85,215.77,295.11,228.13,115.16,229.72,128.79,105.89
"MAP3K10",265.87,162.14,214.27,191.67,199.85,171.45,253.23,387.02,301.33,170.25,140.04,258.57,423.61
"CNOT7",769.69,988.12,878.17,1322.37,486.75,1313.23,1242.34,723.08,1216.75,563.18,825,934.76,941.27
"TAF2",371.22,323.03,339.14,435.55,180.02,414.87,381.68,277.2,293.07,153.34,295.11,389.72,303.44
"GFOD2",373.81,358.54,214.27,234.57,289.02,379.04,293.07,183.82,285.03,525.39,231.32,279.14,277.2
"MYL12B",6471.02,13968.57,10959.3,13306.94,13968.57,9215.48,15180.22,15180.22,7485.11,13123.73,17558.94,11112.3,14663.09
"FASTKD2",356.05,403.5,346.29,497,493.56,379.04,703.28,435.55,759.08,376.41,447.82,373.81,269.6
"SCN3A",8.71,1.5,1.71,2.53,2.63,1.55,73.54,4.82,8.19,1.36,1.13,2.36,3.56
"LHFP",633.73,438.59,559.28,500.46,273.37,150.17,387.02,279.14,414.87,400.71,130.6,341.51,389.72
"PHF15",201.25,279.14,473.41,1242.34,426.57,123.5,133.36,329.84,1242.34,204.07,195.72,128.79,909.17
"GPR160",98.73,273.37,483.38,189.02,299.25,62.56,234.57,1477.58,134.3,38.67,327.56,226.54,113.56
"IL17RD",102.25,32.13,25.35,95.34,14.45,15.56,341.51,28.24,44.57,38.95,16.75,3.69,85.22
"EIF4G3",660.68,633.73,497,417.77,223.41,514.56,567.1,363.56,595.34,599.49,208.38,595.34,620.67
"WDR96",62.56,143.01,6.52,23.42,8.92,4.9,20.41,14.03,10.96,0.49,57.49,5.28,7.94
"NTHL1",480.04,412,301.33,497,967.76,204.07,463.65,379.04,438.59,264.03,665.29,381.68,412
"RP11-1167A19.2",6.57,7.22,0,3.69,0,0,0,5.92,0.93,0,5.96,1.3,3.23
"CHST3",454.09,231.32,122.64,287.01,204.07,262.2,76.71,134.3,392.44,309.83,251.48,59.97,93.35
"CENPW",642.59,813.63,674.59,1216.75,1583.71,1477.58,1313.23,1388.16,1378.57,674.59,2555.58,1250.98,1572.76
"B3GNT9",400.71,277.2,279.14,212.78,167.9,281.09,209.84,172.65,414.87,212.78,135.24,105.15,237.86
"RBM8A",3768.09,3515.68,3303,4704.07,6652.97,4095,4769.75,4419.52,4181.07,3982.99,3716.2,3614.55,3614.55
"IZUMO4",44.89,115.97,43.32,57.08,52.82,208.38,29.48,51.71,35,44.89,71.5,26.67,104.42
"TMEM33",1088.92,409.15,591.22,392.44,420.68,616.37,708.18,497,514.56,571.05,1104.13,890.44,381.68
"CTDNEP1",2956.17,2485.67,3212.66,2303.12,2956.17,2720.15,2502.97,1883.54,2720.15,3124.78,1369.04,3742.05,2758.13
"TMEM177",155.5,194.36,256.78,223.41,206.94,256.78,395.18,486.75,132.44,156.59,420.68,172.65,122.64
"MYEOV2",3491.39,3303,2796.65,3146.52,4575.41,3146.52,4575.41,3257.52,1540.37,2720.15,5441.3,4607.24,3419.52
"LHFPL3",0.61,1.51,5.45,16.03,0,0,0.39,12.09,4.1,0,0.58,0.73,1.3
"DUSP13",1.43,22.26,21.78,8.06,45.53,31.22,6.01,115.97,1.51,18.56,53.19,75.11,5.02
"MORF4L2",4419.52,4836.35,5292.48,4388.98,6079.61,5711.87,12943.04,7749.1,13123.73,3847.29,5913.33,7911.95,9606.86
"KIF4A",215.77,165.57,236.21,289.02,281.09,145.02,281.09,287.01,438.59,149.12,164.42,312,327.56
"PHACTR1",47.5,74.58,115.97,62.56,16.88,42.11,42.11,48.18,25.91,45.53,17.64,69.03,73.54
"POLR2H",2287.2,2434.5,4358.66,2591.27,8479.89,4836.35,3349.13,5751.61,5366.37,2468.49,9215.48,3103.19,2777.33
"NRBF2",318.57,447.82,450.94,339.14,547.75,547.75,316.37,476.71,457.25,974.5,669.92,497,518.15
"PISD",1143.1,764.36,669.92,500.46,624.99,518.15,400.71,836.53,642.59,368.65,995,503.95,703.28
"DTNBP1",363.56,417.77,591.22,497,493.56,258.57,412,587.13,316.37,305.55,258.57,211.31,409.15
"MYLPF",30.12,67.59,42.41,7.4,27.25,31,14.67,18.03,9.41,8.13,34.26,10,52.82
"GUCA1A",5.06,0.83,16.27,3.2,3.72,14.78,18.97,4.1,4.86,13.12,0.48,6.57,28.65
"CMTM1",52.82,44.89,9.93,49.56,43.63,95.34,110.43,26.67,56.68,80.57,20.56,21.47,22.1
"GPD2",358.54,748.61,403.5,327.56,251.48,466.88,514.56,660.68,518.15,435.55,599.49,271.48,283.05
"SULT2B1",63.45,246.28,169.07,38.67,323.03,353.59,48.18,163.28,98.73,3768.09,796.86,967.76,329.84
"AL590867.1",8,0.64,1.1,1.13,0,0.67,0.33,1.64,3.32,0,0,1.06,3.2
"MAGOH",1651,1304.15,1199.98,1757.34,2075.59,1709.26,2720.15,1304.15,1233.75,1023,1457.23,1936.53,1242.34
"PRR5-ARHGAP8",0,31.22,49.21,15.45,43.02,14.24,29.91,33.3,11.91,5.5,42.11,13.22,16.75
"ZNF35",84.63,83.45,97.36,131.51,85.82,55.49,91.41,169.07,75.64,98.73,96.68,53.95,64.34
"OBSL1",3540.14,1001.93,728.11,796.86,928.3,808,1286.18,532.74,373.81,813.63,205.5,753.83,1023
"FTCDNL1",35,14.24,38.4,18.03,29.48,12.74,35.25,85.22,28.45,14.78,53.57,8.78,11.3
"TMEM199",713.11,511,616.37,529.06,836.53,638.15,921.88,764.36,587.13,529.06,872.1,514.56,329.84
"FNDC3A",262.2,269.6,312,363.56,142.01,161.02,348.71,314.17,220.32,205.5,127,343.89,273.37
"FUZ",514.56,511,336.79,476.71,63,165.57,579.04,256.78,323.03,148.09,346.29,130.6,232.94
"TOX2",223.41,253.23,325.29,171.45,189.02,376.41,84.63,55.1,144.01,159.9,61.25,147.06,176.29
"C19orf47",384.34,255,341.51,379.04,371.22,275.28,373.81,503.95,403.5,256.78,242.88,307.69,366.09
"EMP3",1208.34,1295.13,3060.45,4010.71,2335.28,1991,1832.01,703.28,1104.13,2855.44,395.18,1437.15,2287.2
"CTB-54O9.9",2.84,0,4.46,3.44,5.5,0.61,6.06,15.8,3.47,0,5.82,0,0
"MYC",860.08,1551.09,1572.76,1417.35,1216.75,2591.27,1757.34,2537.92,3716.2,1175.27,4419.52,1832.01,1583.71
"CLSTN2",18.29,5.36,26.86,126.12,3.59,21.78,150.17,3.96,13.12,25.35,40.93,2.03,42.41
"DTX3",669.92,438.59,764.36,463.65,921.88,395.18,684.02,529.06,612.11,381.68,387.02,146.03,373.81
"RAD52",111.21,136.19,94.01,323.03,152.28,102.97,148.09,368.65,228.13,84.63,127,164.42,193.01
"NUDT10",414.87,44.89,20.11,60.39,49.21,27.64,5.28,23.59,40.07,1,56.28,2.76,6.52
"IL31RA",0.53,15.68,11.3,2.86,37.32,100.13,3.32,65.26,10.39,18.43,8.13,15.68,24.46
"TBXAS1",309.83,297.17,1159.07,392.44,209.84,127,503.95,165.57,253.23,132.44,127,273.37,579.04
"SLFN11",336.79,244.57,353.59,616.37,181.28,101.54,660.68,297.17,432.53,279.14,90.14,141.02,232.94
"SDR42E1",205.5,221.86,94.01,105.15,122.64,91.41,271.48,165.57,279.14,151.22,275.28,127.89,99.43
"GSG1L",0.59,1.23,1.45,30.34,2.39,0.29,1.85,0,0.65,0.72,5.5,0,0
"LCA5",33.78,69.52,38.67,156.59,12.36,36.53,20.26,31,46.18,17.38,23.25,17.25,49.91
"ESYT1",2047,1794.29,1540.37,1529.73,1388.16,1662.49,1388.16,1350.18,1769.57,1936.53,1697.45,1143.1,2502.97
"C22orf46",199.85,183.82,113.56,132.44,62.56,115.97,100.83,153.34,138.1,68.07,48.87,98.73,175.07
"RUNX1T1",23.25,26.28,71.5,26.1,12.18,10.79,28.65,12.64,19.11,13.72,3.69,29.48,41.22
"DPH1",575.03,521.76,591.22,279.14,476.71,503.95,297.17,366.09,647.07,529.06,397.93,381.68,358.54
"FAM57A",1350.18,713.11,518.15,397.93,1199.98,1378.57,371.22,748.61,1119.56,1359.57,708.18,373.81,318.57
"CCSER1",111.21,25.17,68.55,20.26,23.42,85.82,89.51,63.89,39.5,2.34,62.56,4.78,0.68
"C1orf200",0.29,0.61,2.25,7.22,2.14,0.31,0.29,0.31,1.39,0.36,0.28,0.33,0
"RNF133",0.43,2.84,0.89,1.75,0,0,1.11,0.45,0,0,0.75,3.96,0
"SUOX",460.44,470.14,293.07,258.57,193.01,154.42,221.86,314.17,293.07,182.55,435.55,297.17,500.46
"EIF3G",2935.74,3515.68,5006.93,4095,4607.24,3419.52,4903.87,2855.44,5913.33,4388.98,3928.15,3491.39,3742.05
"AS3MT",123.5,37.59,59.13,121.79,120.94,145.02,109.66,143.01,78.89,85.22,69.52,45.85,10.24
"TMEM35",41.22,78.34,28.45,60.82,45.53,6.01,848.22,108.14,11.47,3.38,34.26,5.15,7.4
"TSC1",128.79,221.86,226.54,190.34,214.27,232.94,208.38,287.01,351.14,187.71,110.43,215.77,172.65
"SMAGP",638.15,1183.45,406.31,183.82,981.29,432.53,629.35,878.17,480.04,1250.98,1794.29,1175.27,1119.56
"FOXI1",3.2,0.3,3.69,45.21,1.58,0,0.85,1.19,0.93,0.68,3.32,0,0.67
"KCNQ3",5.63,19.39,13.12,56.28,1.85,3.2,9.56,12.36,4.13,5.77,1.11,15.34,5.68
"UBASH3A",14.35,8.78,44.57,55.49,95.34,6.52,14.24,3.23,13.62,15.22,8.71,18.43,20.71
"VRK2",356.05,417.77,473.41,1135.2,909.17,525.39,612.11,1295.13,518.15,395.18,629.35,450.94,363.56
"CHRNB1",547.75,236.21,191.67,154.42,190.34,161.02,72.52,110.43,77.25,161.02,65.26,147.06,130.6
"PET100",802.41,1322.37,1208.34,1066.48,1674.06,1183.45,1781.89,1151.06,1159.07,547.75,2209.26,1286.18,1322.37
"EPB41L3",412,267.73,547.75,215.77,96.01,64.8,1175.27,366.09,371.22,148.09,265.87,163.28,305.55
"PEG3",4.86,7.34,11.82,6.89,1.91,3.08,6.36,10.79,7.28,4.24,0.6,6.41,10.24
"ZNF624",81.14,43.63,33.54,25.91,21.47,35.5,24.99,40.36,31,37.05,18.16,22.43,20.56
"MAPRE2",629.35,220.32,426.57,373.81,209.84,267.73,563.18,251.48,239.52,173.85,248,258.57,194.36
"ZNF777",316.37,228.13,309.83,248,273.37,195.72,251.48,193.01,397.93,161.02,158.79,215.77,173.85
"SLC30A4",105.89,14.56,70.01,47.17,45.53,57.49,53.57,204.07,46.5,60.39,79.45,21.01,64.34
"WISP3",2.12,1.77,1.6,177.53,221.86,12.93,6.94,7.34,2.66,1.2,2.36,1.55,100.83
"KIF3A",67.59,73.54,58.3,95.34,52.45,40.93,103.69,52.45,71,57.08,47.17,37.85,81.14
"HBE1",44.25,0,5.15,1.2,7.94,8.32,45.21,3.99,0,2.03,33.3,5.68,3.63
"UGP2",2351.53,2148.82,1936.53,1757.34,1104.13,1268.46,2061.24,1857.6,1417.35,1508.65,1721.16,1119.56,1662.49
"FNBP1L",607.87,381.68,186.4,395.18,182.55,285.03,267.73,205.5,108.9,212.78,158.79,432.53,457.25
"SLCO4A1",22.59,248,78.89,150.17,836.53,193.01,124.37,131.51,117.6,759.08,77.25,1037.29,277.2
"BROX",353.59,791.35,555.41,665.29,316.37,521.76,647.07,420.68,647.07,368.65,559.28,483.38,392.44
"PDE6G",57.08,53.57,297.17,43.94,48.52,6.46,37.32,28.24,44.89,10.71,27.25,46.84,99.43
"HLF",16.88,163.28,55.89,36.01,49.91,52.08,25.17,258.57,136.19,5.87,178.77,16.15,7.75
"MFN2",1594.73,1378.57,902.89,934.76,616.37,1250.98,616.37,674.59,1030.12,1721.16,753.83,808,1286.18
"PLEKHF1",241.19,262.2,231.32,197.09,251.48,175.07,167.9,89.51,77.79,403.5,36.01,127,269.6
"SYNGR2",5441.3,5751.61,6516.03,7911.95,13776.25,4836.35,3212.66,10585.95,4268.94,4152.18,9344.14,6887.62,5517.27
"C1orf172",503.95,476.71,183.82,253.23,346.29,299.25,212.78,343.89,229.72,309.83,336.79,371.22,486.75
"GTF3A",1896.65,1397.83,2664.15,2209.26,3467.27,2119.22,7642.41,7433.4,1066.48,1950,2335.28,3103.19,2018.8
"DGCR6",1191.69,435.55,493.56,358.54,395.18,400.71,157.68,177.53,325.29,262.2,872.1,43.02,320.8
"CD27",246.28,33.06,674.59,1208.34,420.68,94.01,113.56,90.14,248,75.11,108.14,81.14,381.68
"DNAJC10",1628.26,660.68,743.43,1508.65,633.73,591.22,1936.53,579.04,1250.98,493.56,698.41,1304.15,480.04
"DOK1",620.67,199.85,470.14,244.57,314.17,130.6,265.87,251.48,316.37,139.07,113.56,118.43,208.38
"DLC1",84.04,197.09,198.47,127,25.91,42.71,102.25,84.04,89.51,64.34,22.43,267.73,115.97
"TRAF1",105.15,62.56,232.94,785.88,248,82.87,83.45,166.73,116.78,151.22,49.91,94.01,142.01
"NME2",329.84,98.04,612.11,145.02,191.67,129.69,591.22,229.72,189.02,194.36,327.56,490.14,358.54
"TNN",7.22,1.69,11.55,56.68,4.66,3.59,5.15,2.71,2.81,9.34,1.33,0.58,4.74
"RASGRP4",14.45,63.45,60.39,35.5,16.27,13.22,17.9,21.94,30.34,20.41,8.32,31.67,48.52
"RAB33B",94.01,56.28,71,65.72,49.56,25.35,59.55,77.25,64.34,42.11,34.75,36.53,40.07
"NDUFB3",1733.13,1832.01,1331.57,2400.97,1991,1639.59,2796.65,1369.04,2537.92,1397.83,3716.2,2032.85,1304.15
"SLC25A27",36.79,25.17,46.18,39.5,24.99,68.07,76.71,62.12,110.43,47.5,13.32,59.13,102.97
"CRTAC1",98.04,291.04,186.4,201.25,13.93,14.35,1.69,178.77,47.84,0.16,7.46,120.1,24.81
"MBD5",255,221.86,236.21,206.94,92.7,223.41,312,215.77,242.88,223.41,171.45,187.71,134.3
"LTB4R",305.55,738.29,170.25,123.5,346.29,1781.89,73.54,241.19,1794.29,2004.85,293.07,135.24,412
